origin_zone_id,destination_zone_id,origin_state,destination_state,origin_zone_name,destination_zone_name,annual_total_trips,mode_air,mode_rail,mode_vehicle,mode_atf,purpose_work,purpose_nonwork,zone_id_x,o_x,o_y,zone_id_y,d_x,d_y
35840_FL,29460_FL,FL,FL,"North Port-Sarasota-Bradenton, FL","Lakeland-Winter Haven, FL",1116625,0,0,1111832,4793,362216,754409,35840_FL,-82.32229910658704,27.347870492975634,29460_FL,-81.69757651030494,27.94888002560678
36740_FL,38940_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Port St. Lucie, FL",1103855,1525,0,1102258,72,349735,754120,36740_FL,-81.36300157579336,28.43433057854205,38940_FL,-80.45072430974419,27.219835127149576
36740_FL,26140_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Homosassa Springs, FL",1089401,34,0,1077427,11940,372032,717369,36740_FL,-81.36300157579336,28.43433057854205,26140_FL,-82.47939650321318,28.84890754313061
26140_FL,RFL3_FL,FL,FL,"Homosassa Springs, FL",FL-NonMSA areas (N),1081168,2,0,1037646,43520,330019,751149,26140_FL,-82.47939650321318,28.84890754313061,RFL3_FL,-82.90060820349375,29.93639244596677
23540_FL,36740_FL,FL,FL,"Gainesville, FL","Orlando-Kissimmee-Sanford, FL",1068339,25,0,1068314,0,349388,718951,23540_FL,-82.47650176890735,29.68845797519173,36740_FL,-81.36300157579336,28.43433057854205
33100_FL,42680_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Sebastian-Vero Beach, FL",1026766,10659,0,1016101,6,369676,657090,33100_FL,-80.62676908164782,25.989057353585206,42680_FL,-80.6062317566448,27.694278336464425
36740_FL,23540_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Gainesville, FL",1023622,236,0,1023386,0,339608,684014,36740_FL,-81.36300157579336,28.43433057854205,23540_FL,-82.47650176890735,29.68845797519173
37340_FL,38940_FL,FL,FL,"Palm Bay-Melbourne-Titusville, FL","Port St. Lucie, FL",999577,0,0,995835,3742,324986,674591,37340_FL,-80.73227532489604,28.293692647230113,38940_FL,-80.45072430974419,27.219835127149576
36740_FL,RFL3_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL",FL-NonMSA areas (N),983870,483,2985,978457,1945,363947,619923,36740_FL,-81.36300157579336,28.43433057854205,RFL3_FL,-82.90060820349375,29.93639244596677
27260_FL,33100_FL,FL,FL,"Jacksonville, FL","Miami-Fort Lauderdale-West Palm Beach, FL",973611,215069,25404,733138,0,388308,585303,27260_FL,-81.79206235996922,30.236720801974084,33100_FL,-80.62676908164782,25.989057353585206
RFL3_FL,36740_FL,FL,FL,FL-NonMSA areas (N),"Orlando-Kissimmee-Sanford, FL",972687,814,1807,967069,2997,343139,629548,RFL3_FL,-82.90060820349375,29.93639244596677,36740_FL,-81.36300157579336,28.43433057854205
34940_FL,RFL1_FL,FL,FL,"Naples-Immokalee-Marco Island, FL",FL-NonMSA areas (Central),969800,5,0,959956,9839,326380,643420,34940_FL,-81.34758798839782,26.110727879457404,RFL1_FL,-81.30380393571672,27.047978462601378
33100_FL,27260_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Jacksonville, FL",968788,168884,11845,788059,0,385185,583603,33100_FL,-80.62676908164782,25.989057353585206,27260_FL,-81.79206235996922,30.236720801974084
42680_FL,33100_FL,FL,FL,"Sebastian-Vero Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",947372,10419,0,936678,275,309222,638150,42680_FL,-80.6062317566448,27.694278336464425,33100_FL,-80.62676908164782,25.989057353585206
38940_FL,37340_FL,FL,FL,"Port St. Lucie, FL","Palm Bay-Melbourne-Titusville, FL",946870,0,0,941490,5380,306467,640403,38940_FL,-80.45072430974419,27.219835127149576,37340_FL,-80.73227532489604,28.293692647230113
23540_FL,RFL2_FL,FL,FL,"Gainesville, FL","Union County, FL",926839,0,0,905582,21257,302586,624253,23540_FL,-82.47650176890735,29.68845797519173,RFL2_FL,-82.37143291683732,30.043855133664206
33100_FL,19660_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL",911092,165719,11272,734101,0,388176,522916,33100_FL,-80.62676908164782,25.989057353585206,19660_FL,-81.21968990110504,29.17404141035394
36740_FL,15980_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Cape Coral-Fort Myers, FL",880090,43193,0,836897,0,284353,595737,36740_FL,-81.36300157579336,28.43433057854205,15980_FL,-81.83374076516242,26.57778207308121
15980_FL,36740_FL,FL,FL,"Cape Coral-Fort Myers, FL","Orlando-Kissimmee-Sanford, FL",878403,13056,0,865347,0,285725,592678,15980_FL,-81.83374076516242,26.57778207308121,36740_FL,-81.36300157579336,28.43433057854205
19660_FL,33100_FL,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",849807,155244,15623,678940,0,327744,522063,19660_FL,-81.21968990110504,29.17404141035394,33100_FL,-80.62676908164782,25.989057353585206
45300_FL,23540_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Gainesville, FL",750689,370,0,750319,0,256657,494032,45300_FL,-82.40586985987241,28.153686028277587,23540_FL,-82.47650176890735,29.68845797519173
36100_FL,19660_FL,FL,FL,"Ocala, FL","Deltona-Daytona Beach-Ormond Beach, FL",748485,1,0,742888,5596,215677,532808,36100_FL,-82.05665142074832,29.210207671595246,19660_FL,-81.21968990110504,29.17404141035394
23540_FL,45300_FL,FL,FL,"Gainesville, FL","Tampa-St. Petersburg-Clearwater, FL",731120,334,0,730786,0,261001,470119,23540_FL,-82.47650176890735,29.68845797519173,45300_FL,-82.40586985987241,28.153686028277587
45300_FL,39460_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Punta Gorda, FL",718297,55,0,718178,64,234628,483669,45300_FL,-82.40586985987241,28.153686028277587,39460_FL,-81.912256793785,26.90549780202472
45300_FL,19660_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Deltona-Daytona Beach-Ormond Beach, FL",707812,7726,630,699456,0,258062,449750,45300_FL,-82.40586985987241,28.153686028277587,19660_FL,-81.21968990110504,29.17404141035394
27260_FL,36100_FL,FL,FL,"Jacksonville, FL","Ocala, FL",700418,6,0,699647,765,214070,486348,27260_FL,-81.79206235996922,30.236720801974084,36100_FL,-82.05665142074832,29.210207671595246
39460_FL,45300_FL,FL,FL,"Punta Gorda, FL","Tampa-St. Petersburg-Clearwater, FL",693522,59,0,693463,0,220193,473329,39460_FL,-81.912256793785,26.90549780202472,45300_FL,-82.40586985987241,28.153686028277587
36740_FL,45220_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Tallahassee, FL",692496,3008,0,689488,0,230043,462453,36740_FL,-81.36300157579336,28.43433057854205,45220_FL,-84.28617320304492,30.405015607103945
45220_FL,36740_FL,FL,FL,"Tallahassee, FL","Orlando-Kissimmee-Sanford, FL",691129,1302,0,689827,0,241844,449285,45220_FL,-84.28617320304492,30.405015607103945,36740_FL,-81.36300157579336,28.43433057854205
RFL2_FL,27260_FL,FL,FL,"Union County, FL","Jacksonville, FL",689091,0,0,671796,17295,183310,505781,RFL2_FL,-82.37143291683732,30.043855133664206,27260_FL,-81.79206235996922,30.236720801974084
19660_FL,36100_FL,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Ocala, FL",688397,3,0,680631,7763,197985,490412,19660_FL,-81.21968990110504,29.17404141035394,36100_FL,-82.05665142074832,29.210207671595246
19660_FL,45300_FL,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Tampa-St. Petersburg-Clearwater, FL",680526,5783,2792,671951,0,233678,446848,19660_FL,-81.21968990110504,29.17404141035394,45300_FL,-82.40586985987241,28.153686028277587
RFL1_FL,45300_FL,FL,FL,FL-NonMSA areas (Central),"Tampa-St. Petersburg-Clearwater, FL",663139,659,3154,653582,5744,224076,439063,RFL1_FL,-81.30380393571672,27.047978462601378,45300_FL,-82.40586985987241,28.153686028277587
45300_FL,RFL3_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",FL-NonMSA areas (N),653875,2215,6239,645316,105,232929,420946,45300_FL,-82.40586985987241,28.153686028277587,RFL3_FL,-82.90060820349375,29.93639244596677
42680_FL,36740_FL,FL,FL,"Sebastian-Vero Beach, FL","Orlando-Kissimmee-Sanford, FL",643061,172,0,640993,1896,177976,465085,42680_FL,-80.6062317566448,27.694278336464425,36740_FL,-81.36300157579336,28.43433057854205
45300_FL,RFL1_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",FL-NonMSA areas (Central),636762,398,2420,629280,4664,216458,420304,45300_FL,-82.40586985987241,28.153686028277587,RFL1_FL,-81.30380393571672,27.047978462601378
15980_FL,42700_FL,FL,FL,"Cape Coral-Fort Myers, FL","Sebring, FL",631491,0,0,631186,305,273845,357646,15980_FL,-81.83374076516242,26.57778207308121,42700_FL,-81.3410349639663,27.34332487914713
34940_FL,45300_FL,FL,FL,"Naples-Immokalee-Marco Island, FL","Tampa-St. Petersburg-Clearwater, FL",607122,5492,0,601630,0,217073,390049,34940_FL,-81.34758798839782,26.110727879457404,45300_FL,-82.40586985987241,28.153686028277587
36100_FL,27260_FL,FL,FL,"Ocala, FL","Jacksonville, FL",603271,9,0,602402,860,195073,408198,36100_FL,-82.05665142074832,29.210207671595246,27260_FL,-81.79206235996922,30.236720801974084
37340_FL,45300_FL,FL,FL,"Palm Bay-Melbourne-Titusville, FL","Tampa-St. Petersburg-Clearwater, FL",602105,1743,0,600362,0,192671,409434,37340_FL,-80.73227532489604,28.293692647230113,45300_FL,-82.40586985987241,28.153686028277587
45220_FL,27260_FL,FL,FL,"Tallahassee, FL","Jacksonville, FL",595102,1908,0,593194,0,222145,372957,45220_FL,-84.28617320304492,30.405015607103945,27260_FL,-81.79206235996922,30.236720801974084
27260_FL,45220_FL,FL,FL,"Jacksonville, FL","Tallahassee, FL",590789,1768,0,589021,0,223120,367669,27260_FL,-81.79206235996922,30.236720801974084,45220_FL,-84.28617320304492,30.405015607103945
42700_FL,15980_FL,FL,FL,"Sebring, FL","Cape Coral-Fort Myers, FL",579401,0,0,579221,180,216560,362841,42700_FL,-81.3410349639663,27.34332487914713,15980_FL,-81.83374076516242,26.57778207308121
45300_FL,34940_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Naples-Immokalee-Marco Island, FL",576800,2970,0,573830,0,196582,380218,45300_FL,-82.40586985987241,28.153686028277587,34940_FL,-81.34758798839782,26.110727879457404
45300_FL,37340_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Palm Bay-Melbourne-Titusville, FL",576442,1847,0,574595,0,192135,384307,45300_FL,-82.40586985987241,28.153686028277587,37340_FL,-80.73227532489604,28.293692647230113
RFL3_FL,45300_FL,FL,FL,FL-NonMSA areas (N),"Tampa-St. Petersburg-Clearwater, FL",556156,1539,3463,550859,295,193042,363114,RFL3_FL,-82.90060820349375,29.93639244596677,45300_FL,-82.40586985987241,28.153686028277587
18880_FL,45220_FL,FL,FL,"Crestview-Fort Walton Beach-Destin, FL","Tallahassee, FL",543498,162,0,543336,0,248820,294678,18880_FL,-86.36565385135344,30.665732523380893,45220_FL,-84.28617320304492,30.405015607103945
36740_FL,42680_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Sebastian-Vero Beach, FL",538530,225,0,536151,2154,163531,374999,36740_FL,-81.36300157579336,28.43433057854205,42680_FL,-80.6062317566448,27.694278336464425
45300_FL,45220_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Tallahassee, FL",511075,2940,0,508135,0,203284,307791,45300_FL,-82.40586985987241,28.153686028277587,45220_FL,-84.28617320304492,30.405015607103945
27260_FL,RFL2_FL,FL,FL,"Jacksonville, FL","Union County, FL",508463,0,0,496847,11616,145629,362834,27260_FL,-81.79206235996922,30.236720801974084,RFL2_FL,-82.37143291683732,30.043855133664206
45220_FL,45300_FL,FL,FL,"Tallahassee, FL","Tampa-St. Petersburg-Clearwater, FL",503316,2920,0,500396,0,192164,311152,45220_FL,-84.28617320304492,30.405015607103945,45300_FL,-82.40586985987241,28.153686028277587
45220_FL,18880_FL,FL,FL,"Tallahassee, FL","Crestview-Fort Walton Beach-Destin, FL",494112,528,0,493584,0,230667,263445,45220_FL,-84.28617320304492,30.405015607103945,18880_FL,-86.36565385135344,30.665732523380893
45220_FL,37460_FL,FL,FL,"Tallahassee, FL","Panama City, FL",486198,2,0,486129,67,175635,310563,45220_FL,-84.28617320304492,30.405015607103945,37460_FL,-85.46600655715284,30.143856217945498
34940_FL,39460_FL,FL,FL,"Naples-Immokalee-Marco Island, FL","Punta Gorda, FL",474708,0,0,473935,773,145264,329444,34940_FL,-81.34758798839782,26.110727879457404,39460_FL,-81.912256793785,26.90549780202472
15980_FL,29460_FL,FL,FL,"Cape Coral-Fort Myers, FL","Lakeland-Winter Haven, FL",463898,142,0,463756,0,158985,304913,15980_FL,-81.83374076516242,26.57778207308121,29460_FL,-81.69757651030494,27.94888002560678
37460_FL,45220_FL,FL,FL,"Panama City, FL","Tallahassee, FL",457313,0,0,456974,339,159733,297580,37460_FL,-85.46600655715284,30.143856217945498,45220_FL,-84.28617320304492,30.405015607103945
29460_FL,15980_FL,FL,FL,"Lakeland-Winter Haven, FL","Cape Coral-Fort Myers, FL",429851,391,0,429460,0,148615,281236,29460_FL,-81.69757651030494,27.94888002560678,15980_FL,-81.83374076516242,26.57778207308121
RFL1_FL,36740_FL,FL,FL,FL-NonMSA areas (Central),"Orlando-Kissimmee-Sanford, FL",427644,268,482,426375,519,145119,282525,RFL1_FL,-81.30380393571672,27.047978462601378,36740_FL,-81.36300157579336,28.43433057854205
29460_FL,19660_FL,FL,FL,"Lakeland-Winter Haven, FL","Deltona-Daytona Beach-Ormond Beach, FL",425704,1575,1148,422941,40,144432,281272,29460_FL,-81.69757651030494,27.94888002560678,19660_FL,-81.21968990110504,29.17404141035394
37340_FL,27260_FL,FL,FL,"Palm Bay-Melbourne-Titusville, FL","Jacksonville, FL",420474,6415,0,414059,0,158694,261780,37340_FL,-80.73227532489604,28.293692647230113,27260_FL,-81.79206235996922,30.236720801974084
42700_FL,45300_FL,FL,FL,"Sebring, FL","Tampa-St. Petersburg-Clearwater, FL",415980,29,805,413960,1186,144219,271761,42700_FL,-81.3410349639663,27.34332487914713,45300_FL,-82.40586985987241,28.153686028277587
27260_FL,37340_FL,FL,FL,"Jacksonville, FL","Palm Bay-Melbourne-Titusville, FL",415829,2990,0,412839,0,151647,264182,27260_FL,-81.79206235996922,30.236720801974084,37340_FL,-80.73227532489604,28.293692647230113
36740_FL,RFL1_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL",FL-NonMSA areas (Central),412636,66,443,411040,1087,128610,284026,36740_FL,-81.36300157579336,28.43433057854205,RFL1_FL,-81.30380393571672,27.047978462601378
39460_FL,34940_FL,FL,FL,"Punta Gorda, FL","Naples-Immokalee-Marco Island, FL",402413,0,0,400989,1424,137637,264776,39460_FL,-81.912256793785,26.90549780202472,34940_FL,-81.34758798839782,26.110727879457404
19660_FL,29460_FL,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Lakeland-Winter Haven, FL",399180,1277,235,397571,97,132315,266865,19660_FL,-81.21968990110504,29.17404141035394,29460_FL,-81.69757651030494,27.94888002560678
34940_FL,35840_FL,FL,FL,"Naples-Immokalee-Marco Island, FL","North Port-Sarasota-Bradenton, FL",393556,185,0,393371,0,125822,267734,34940_FL,-81.34758798839782,26.110727879457404,35840_FL,-82.32229910658704,27.347870492975634
45300_FL,42700_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Sebring, FL",379062,16,1469,377430,147,133090,245972,45300_FL,-82.40586985987241,28.153686028277587,42700_FL,-81.3410349639663,27.34332487914713
33100_FL,39460_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Punta Gorda, FL",375384,3339,0,372045,0,131570,243814,33100_FL,-80.62676908164782,25.989057353585206,39460_FL,-81.912256793785,26.90549780202472
39460_FL,33100_FL,FL,FL,"Punta Gorda, FL","Miami-Fort Lauderdale-West Palm Beach, FL",375358,1218,0,374140,0,129873,245485,39460_FL,-81.912256793785,26.90549780202472,33100_FL,-80.62676908164782,25.989057353585206
33100_FL,42700_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Sebring, FL",374114,2077,8441,363596,0,140353,233761,33100_FL,-80.62676908164782,25.989057353585206,42700_FL,-81.3410349639663,27.34332487914713
37340_FL,29460_FL,FL,FL,"Palm Bay-Melbourne-Titusville, FL","Lakeland-Winter Haven, FL",370850,10,0,370638,202,124527,246323,37340_FL,-80.73227532489604,28.293692647230113,29460_FL,-81.69757651030494,27.94888002560678
45220_FL,33100_FL,FL,FL,"Tallahassee, FL","Miami-Fort Lauderdale-West Palm Beach, FL",359114,116950,0,242164,0,138490,220624,45220_FL,-84.28617320304492,30.405015607103945,33100_FL,-80.62676908164782,25.989057353585206
33100_FL,45220_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Tallahassee, FL",356040,110797,0,245243,0,142771,213269,33100_FL,-80.62676908164782,25.989057353585206,45220_FL,-84.28617320304492,30.405015607103945
42700_FL,33100_FL,FL,FL,"Sebring, FL","Miami-Fort Lauderdale-West Palm Beach, FL",351807,1918,13287,336602,0,134256,217551,42700_FL,-81.3410349639663,27.34332487914713,33100_FL,-80.62676908164782,25.989057353585206
35840_FL,34940_FL,FL,FL,"North Port-Sarasota-Bradenton, FL","Naples-Immokalee-Marco Island, FL",349749,111,0,349638,0,105922,243827,35840_FL,-82.32229910658704,27.347870492975634,34940_FL,-81.34758798839782,26.110727879457404
29460_FL,37340_FL,FL,FL,"Lakeland-Winter Haven, FL","Palm Bay-Melbourne-Titusville, FL",349113,13,0,348883,217,116708,232405,29460_FL,-81.69757651030494,27.94888002560678,37340_FL,-80.73227532489604,28.293692647230113
34940_FL,36740_FL,FL,FL,"Naples-Immokalee-Marco Island, FL","Orlando-Kissimmee-Sanford, FL",348976,13443,0,335533,0,141397,207579,34940_FL,-81.34758798839782,26.110727879457404,36740_FL,-81.36300157579336,28.43433057854205
42700_FL,36740_FL,FL,FL,"Sebring, FL","Orlando-Kissimmee-Sanford, FL",342281,30,4787,337460,4,107413,234868,42700_FL,-81.3410349639663,27.34332487914713,36740_FL,-81.36300157579336,28.43433057854205
29460_FL,27260_FL,FL,FL,"Lakeland-Winter Haven, FL","Jacksonville, FL",328945,1906,4456,322583,0,118883,210062,29460_FL,-81.69757651030494,27.94888002560678,27260_FL,-81.79206235996922,30.236720801974084
36740_FL,34940_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Naples-Immokalee-Marco Island, FL",306849,10328,0,296521,0,123909,182940,36740_FL,-81.36300157579336,28.43433057854205,34940_FL,-81.34758798839782,26.110727879457404
33100_FL,36100_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Ocala, FL",302671,14475,0,288196,0,114561,188110,33100_FL,-80.62676908164782,25.989057353585206,36100_FL,-82.05665142074832,29.210207671595246
27260_FL,29460_FL,FL,FL,"Jacksonville, FL","Lakeland-Winter Haven, FL",302224,1507,3099,297618,0,110122,192102,27260_FL,-81.79206235996922,30.236720801974084,29460_FL,-81.69757651030494,27.94888002560678
29460_FL,45540_FL,FL,FL,"Lakeland-Winter Haven, FL","The Villages, FL",301826,0,0,299439,2387,79983,221843,29460_FL,-81.69757651030494,27.94888002560678,45540_FL,-82.0809661436527,28.704746692421324
33100_FL,23540_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Gainesville, FL",297908,22558,0,275350,0,109486,188422,33100_FL,-80.62676908164782,25.989057353585206,23540_FL,-82.47650176890735,29.68845797519173
23540_FL,33100_FL,FL,FL,"Gainesville, FL","Miami-Fort Lauderdale-West Palm Beach, FL",289794,21249,0,268545,0,107313,182481,23540_FL,-82.47650176890735,29.68845797519173,33100_FL,-80.62676908164782,25.989057353585206
36740_FL,42700_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Sebring, FL",279496,2,3213,275985,296,91014,188482,36740_FL,-81.36300157579336,28.43433057854205,42700_FL,-81.3410349639663,27.34332487914713
38940_FL,45300_FL,FL,FL,"Port St. Lucie, FL","Tampa-St. Petersburg-Clearwater, FL",276664,11485,0,265179,0,98399,178265,38940_FL,-80.45072430974419,27.219835127149576,45300_FL,-82.40586985987241,28.153686028277587
36100_FL,33100_FL,FL,FL,"Ocala, FL","Miami-Fort Lauderdale-West Palm Beach, FL",274414,14793,0,259621,0,109773,164641,36100_FL,-82.05665142074832,29.210207671595246,33100_FL,-80.62676908164782,25.989057353585206
29460_FL,36100_FL,FL,FL,"Lakeland-Winter Haven, FL","Ocala, FL",271513,28,0,271485,0,95013,176500,29460_FL,-81.69757651030494,27.94888002560678,36100_FL,-82.05665142074832,29.210207671595246
45540_FL,29460_FL,FL,FL,"The Villages, FL","Lakeland-Winter Haven, FL",271477,0,0,269876,1601,71222,200255,45540_FL,-82.0809661436527,28.704746692421324,29460_FL,-81.69757651030494,27.94888002560678
45300_FL,38940_FL,FL,FL,"Tampa-St. Petersburg-Clearwater, FL","Port St. Lucie, FL",264215,8373,0,255842,0,99333,164882,45300_FL,-82.40586985987241,28.153686028277587,38940_FL,-80.45072430974419,27.219835127149576
42700_FL,35840_FL,FL,FL,"Sebring, FL","North Port-Sarasota-Bradenton, FL",256864,0,0,256785,79,84461,172403,42700_FL,-81.3410349639663,27.34332487914713,35840_FL,-82.32229910658704,27.347870492975634
36100_FL,29460_FL,FL,FL,"Ocala, FL","Lakeland-Winter Haven, FL",253435,12,0,253423,0,92390,161045,36100_FL,-82.05665142074832,29.210207671595246,29460_FL,-81.69757651030494,27.94888002560678
37860_FL,37460_FL,FL,FL,"Pensacola-Ferry Pass-Brent, FL","Panama City, FL",248805,2,0,248803,0,88973,159832,37860_FL,-87.1561781379219,30.688031845173366,37460_FL,-85.46600655715284,30.143856217945498
37460_FL,37860_FL,FL,FL,"Panama City, FL","Pensacola-Ferry Pass-Brent, FL",233915,2,0,233913,0,80525,153390,37460_FL,-85.46600655715284,30.143856217945498,37860_FL,-87.1561781379219,30.688031845173366
35840_FL,42700_FL,FL,FL,"North Port-Sarasota-Bradenton, FL","Sebring, FL",232462,1,0,231505,956,80672,151790,35840_FL,-82.32229910658704,27.347870492975634,42700_FL,-81.3410349639663,27.34332487914713
35840_FL,27260_FL,FL,FL,"North Port-Sarasota-Bradenton, FL","Jacksonville, FL",227429,2721,0,224708,0,86054,141375,35840_FL,-82.32229910658704,27.347870492975634,27260_FL,-81.79206235996922,30.236720801974084
27260_FL,35840_FL,FL,FL,"Jacksonville, FL","North Port-Sarasota-Bradenton, FL",226153,3575,0,222578,0,86134,140019,27260_FL,-81.79206235996922,30.236720801974084,35840_FL,-82.32229910658704,27.347870492975634
23540_FL,19660_FL,FL,FL,"Gainesville, FL","Deltona-Daytona Beach-Ormond Beach, FL",218000,70,0,217930,0,80478,137522,23540_FL,-82.47650176890735,29.68845797519173,19660_FL,-81.21968990110504,29.17404141035394
15980_FL,27260_FL,FL,FL,"Cape Coral-Fort Myers, FL","Jacksonville, FL",206968,5714,0,201254,0,84240,122728,15980_FL,-81.83374076516242,26.57778207308121,27260_FL,-81.79206235996922,30.236720801974084
39460_FL,36740_FL,FL,FL,"Punta Gorda, FL","Orlando-Kissimmee-Sanford, FL",204441,129,0,204312,0,70916,133525,39460_FL,-81.912256793785,26.90549780202472,36740_FL,-81.36300157579336,28.43433057854205
19660_FL,23540_FL,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Gainesville, FL",202244,37,0,202207,0,70286,131958,19660_FL,-81.21968990110504,29.17404141035394,23540_FL,-82.47650176890735,29.68845797519173
26140_FL,23540_FL,FL,FL,"Homosassa Springs, FL","Gainesville, FL",201564,0,0,201363,201,61994,139570,26140_FL,-82.47939650321318,28.84890754313061,23540_FL,-82.47650176890735,29.68845797519173
38940_FL,29460_FL,FL,FL,"Port St. Lucie, FL","Lakeland-Winter Haven, FL",195923,358,0,195565,0,65706,130217,38940_FL,-80.45072430974419,27.219835127149576,29460_FL,-81.69757651030494,27.94888002560678
45220_FL,23540_FL,FL,FL,"Tallahassee, FL","Gainesville, FL",192302,179,0,192123,0,50166,142136,45220_FL,-84.28617320304492,30.405015607103945,23540_FL,-82.47650176890735,29.68845797519173
42680_FL,RFL1_FL,FL,FL,"Sebastian-Vero Beach, FL",FL-NonMSA areas (Central),190074,0,0,189115,959,58380,131694,42680_FL,-80.6062317566448,27.694278336464425,RFL1_FL,-81.30380393571672,27.047978462601378
RFL1_FL,42680_FL,FL,FL,FL-NonMSA areas (Central),"Sebastian-Vero Beach, FL",187342,0,0,185331,2011,55575,131767,RFL1_FL,-81.30380393571672,27.047978462601378,42680_FL,-80.6062317566448,27.694278336464425
RFL3_FL,45540_FL,FL,FL,FL-NonMSA areas (N),"The Villages, FL",186791,0,0,186337,454,64681,122110,RFL3_FL,-82.90060820349375,29.93639244596677,45540_FL,-82.0809661436527,28.704746692421324
23540_FL,26140_FL,FL,FL,"Gainesville, FL","Homosassa Springs, FL",183886,0,0,182876,1010,54858,129028,23540_FL,-82.47650176890735,29.68845797519173,26140_FL,-82.47939650321318,28.84890754313061
36740_FL,39460_FL,FL,FL,"Orlando-Kissimmee-Sanford, FL","Punta Gorda, FL",183867,158,0,183709,0,66373,117494,36740_FL,-81.36300157579336,28.43433057854205,39460_FL,-81.912256793785,26.90549780202472
23540_FL,45220_FL,FL,FL,"Gainesville, FL","Tallahassee, FL",183594,40,0,183554,0,51078,132516,23540_FL,-82.47650176890735,29.68845797519173,45220_FL,-84.28617320304492,30.405015607103945
33100_FL,RFL3_FL,FL,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",FL-NonMSA areas (N),179494,10186,1452,167856,0,74288,105206,33100_FL,-80.62676908164782,25.989057353585206,RFL3_FL,-82.90060820349375,29.93639244596677
29460_FL,38940_FL,FL,FL,"Lakeland-Winter Haven, FL","Port St. Lucie, FL",178595,894,0,177701,0,62264,116331,29460_FL,-81.69757651030494,27.94888002560678,38940_FL,-80.45072430974419,27.219835127149576
42700_FL,39460_FL,FL,FL,"Sebring, FL","Punta Gorda, FL",178133,0,0,176698,1435,63335,114798,42700_FL,-81.3410349639663,27.34332487914713,39460_FL,-81.912256793785,26.90549780202472
27260_FL,15980_FL,FL,FL,"Jacksonville, FL","Cape Coral-Fort Myers, FL",175020,6310,0,168710,0,63231,111789,27260_FL,-81.79206235996922,30.236720801974084,15980_FL,-81.83374076516242,26.57778207308121
45540_FL,23540_FL,FL,FL,"The Villages, FL","Gainesville, FL",170700,0,0,170654,46,51715,118985,45540_FL,-82.0809661436527,28.704746692421324,23540_FL,-82.47650176890735,29.68845797519173
29460_FL,39460_FL,FL,FL,"Lakeland-Winter Haven, FL","Punta Gorda, FL",169149,0,0,169149,0,51775,117374,29460_FL,-81.69757651030494,27.94888002560678,39460_FL,-81.912256793785,26.90549780202472
39460_FL,29460_FL,FL,FL,"Punta Gorda, FL","Lakeland-Winter Haven, FL",168872,2,0,168870,0,54714,114158,39460_FL,-81.912256793785,26.90549780202472,29460_FL,-81.69757651030494,27.94888002560678
23540_FL,45540_FL,FL,FL,"Gainesville, FL","The Villages, FL",168575,0,0,168550,25,48727,119848,23540_FL,-82.47650176890735,29.68845797519173,45540_FL,-82.0809661436527,28.704746692421324
45540_FL,RFL3_FL,FL,FL,"The Villages, FL",FL-NonMSA areas (N),166540,0,0,165598,942,61980,104560,45540_FL,-82.0809661436527,28.704746692421324,RFL3_FL,-82.90060820349375,29.93639244596677
